word	valence	arousal
timetable	0.122	-0.622
timewasters	-0.218	0.070
timeworn	-0.375	-0.667
timid	-0.346	-0.448
timidity	-0.334	-0.284
timidly	-0.556	-1.000
timing	0.042	-0.378
tin	-0.062	-0.260
tincture	-0.120	-0.280
tinder	0.000	0.857
tinderbox	-0.458	1.000
tine	-0.124	-0.254
tinfoil	-0.104	-0.432
tinge	-0.062	-0.416
tinged	0.000	0.190
tingle	-0.080	0.120
tingling	-0.146	0.230
tiniest	-0.333	-1.000
tink	0.000	0.619
tinker	-0.208	0.056
tinkerer	0.375	0.619
tinkering	0.062	-0.020
tinkle	0.124	0.058
tinkler	-0.476	0.333
tinkles	0.619	0.333
tinkling	0.224	0.060
tinned	0.000	-0.571
tinnitus	-0.468	0.630
tinplate	0.000	-0.556
tinsel	0.326	0.042
tinsmith	0.000	0.667
tint	0.164	-0.416
tinwork	0.000	0.667
tiny	-0.042	-0.608
tipoff	0.458	0.667
tipped	0.000	0.630
tipper	-0.146	0.142
tipping	0.333	0.625
tipsiness	0.333	0.667
tipster	-0.020	-0.076
tipsy	0.020	0.250
tiptoe	0.020	-0.020
tiptop	1.000	-0.125
tirade	-0.244	0.174
tiramisu	0.667	-0.667
tire	-0.124	-0.230
tired	-0.750	-0.366
tiredly	-0.625	-0.933
tiredness	-0.226	-0.184
tiredofit	-0.400	-0.460
tireless	0.314	0.500
tirelessly	0.667	1.000
tirelessness	0.867	1.000
tiresome	-0.520	0.084
tiresomely	-0.667	-0.630
tiresomeness	-0.708	-0.667
tiring	-0.694	0.020
tissue	0.116	-0.528
tistheseason	0.292	0.096
tit	-0.196	0.078
titan	0.196	0.306
titanium	0.040	-0.060
titans	0.667	0.667
tithe	0.014	-0.448
titillate	0.667	0.704
titillation	0.429	0.667
title	0.416	-0.288
titled	0.354	-0.520
titleholder	0.630	0.625
titmouse	0.095	0.667
titter	0.333	0.667
titties	0.667	0.000
titty	0.122	0.096
titular	0.408	-0.230
tizzy	-0.583	1.000
to	0.000	0.000
toad	-0.396	-0.096
toadfish	-0.148	0.333
toadstool	-0.667	-0.083
toady	-0.667	0.667
toast	0.480	-0.236
toaster	0.084	-0.326
toastmaster	0.667	0.667
toasty	0.396	-0.078
tobacco	-0.346	0.092
tobacconist	-0.333	-0.667
toboggan	0.333	0.704
toby	-0.146	-0.250
tock	0.000	0.667
tod	-0.062	-0.340
today	0.612	-0.388
toddle	0.381	0.625
toddler	0.509	-0.062
toe	-0.188	-0.558
toehold	0.000	0.143
toeless	-0.333	-0.143
toenail	0.060	-0.240
toenails	-0.286	-0.542
toffee	0.316	0.020
tofu	0.042	-0.340
toga	0.396	-0.214
together	0.748	-0.216
togetherness	0.812	-0.280
toggle	0.000	0.667
toil	0.116	0.020
toiler	0.000	0.667
toilet	-0.020	-0.420
toiletpaper	0.000	-0.143
toiletry	0.333	-0.667
toilette	0.333	-0.667
toils	-0.040	0.420
toilsome	-0.667	0.444
toke	-0.083	0.667
token	0.020	-0.164
tokenism	-0.708	0.556
told	-0.096	-0.254
tolerability	0.542	-0.667
tolerable	0.500	-0.300
tolerably	0.333	-0.630
tolerance	0.750	-0.588
tolerant	0.530	-0.616
tolerantly	0.667	-0.630
tolerate	0.448	-0.140
tolerated	-0.333	-0.625
toleration	0.552	-0.116
toll	-0.408	-0.156
tollbooth	0.000	0.571
tollgate	-0.333	0.583
tollhouse	0.375	-0.444
tomahawk	0.020	0.284
tomato	0.100	-0.634
tomatoes	0.230	-0.520
tomb	-0.776	0.000
tomblike	-0.476	-0.875
tomboy	0.074	0.667
tomboyish	0.111	0.667
tombstone	-0.592	-0.118
tomcat	0.040	-0.176
tome	-0.142	-0.368
tomfool	-0.500	0.667
tomfoolery	-0.190	0.667
tomorrow	0.584	-0.246
ton	0.120	-0.164
tonal	0.056	0.111
tonality	0.125	0.000
tonally	0.583	0.000
tone	0.102	-0.290
toneless	-0.389	-1.000
tonelessly	-0.417	-0.917
toner	-0.104	-0.400
tong	-0.050	-0.040
tongs	0.000	-0.082
tongue	0.084	-0.136
tongued	0.000	0.333
tonic	0.082	-0.280
tonight	-0.036	-0.178
tonnage	-0.354	-0.236
tonsil	-0.292	-0.389
tonsillectomy	-0.524	0.481
tonsillitis	-0.667	-0.333
tonsils	-0.306	-0.254
too	0.000	0.000
toocold	-0.160	0.100
took	0.000	0.042
tool	-0.020	-0.300
toolbar	0.000	-0.250
toolbox	0.062	-0.368
tooling	0.020	-0.188
toolkit	0.667	0.286
toolmaker	0.630	0.667
toolshed	0.000	-0.375
toomuchtodo	-0.160	0.376
toot	0.000	-0.038
tooter	0.000	0.667
tooth	-0.122	-0.500
toothache	-0.624	0.706
toothbrush	0.034	-0.340
toothed	-0.102	-0.212
toothless	-0.376	0.082
toothlessly	-0.625	-0.667
toothpaste	0.020	-0.420
toothpick	0.122	-0.568
toothsome	0.667	0.259
toothy	0.296	0.000
toots	0.104	-0.040
top	0.520	-0.200
topaz	0.286	-0.350
topcoat	0.524	0.000
topflight	0.857	0.429
topiary	0.667	-0.556
topic	0.040	-0.448
topical	0.122	-0.320
topicality	0.333	-0.571
topically	0.000	0.067
topknot	0.000	0.000
topless	0.250	0.530
topmast	0.000	0.037
topmost	0.667	-0.630
topnotch	1.000	0.000
topographer	0.667	0.667
topographic	0.208	-0.244
topographical	-0.124	-0.300
topographically	0.000	-0.708
topography	-0.062	-0.286
topologic	0.000	-0.667
topological	0.000	-0.500
topologist	0.000	0.238
topology	0.000	0.000
topped	0.667	-0.542
topping	0.619	0.000
topple	-0.604	0.640
topsail	0.250	0.667
topside	0.416	-0.068
topsoil	0.481	-0.444
topspin	0.667	0.714
tor	-0.326	-0.140
torch	0.062	0.260
torchbearer	0.958	0.667
torchlight	0.444	0.400
torchwood	0.000	-0.083
torment	-0.886	0.500
tormented	-0.858	0.710
tormentor	-1.000	1.000
torn	-0.694	0.020
tornado	-0.480	0.792
toro	0.000	0.333
torpedo	-0.562	0.588
torpid	-0.667	-1.000
torpidly	-0.667	-1.000
torque	-0.068	-0.250
torrent	0.082	0.490
torrential	-0.667	0.792
torrentially	0.000	1.000
torrid	-0.438	0.250
torridly	-0.370	0.944
torridness	-0.667	0.926
torsion	-0.376	0.302
torso	-0.184	-0.212
tort	-0.542	0.270
torte	0.542	-0.519
tortellini	0.556	-0.250
tortilla	0.037	0.000
tortious	-0.376	0.448
tortoise	0.340	-0.941
tortoiseshell	0.375	-0.917
tortuous	-0.612	0.510
tortuously	-0.667	0.625
torture	-0.770	0.756
tortured	-0.876	0.780
torturer	-1.000	1.000
torturous	-1.000	0.708
torturously	-0.952	0.667
toss	-0.164	0.450
tosser	-0.857	0.667
tossup	0.000	0.667
tostada	0.611	-0.208
tot	0.204	-0.138
total	0.542	-0.428
totalitarian	-0.667	0.667
totalitarianism	-1.000	0.667
totality	0.376	-0.114
totalize	0.000	0.667
totally	0.640	-0.156
tote	0.020	-0.204
totem	0.278	-0.300
totempole	0.000	-0.625
toto	0.074	0.000
totter	-0.542	0.625
toucan	0.333	0.000
touch	0.292	-0.046
touchable	0.333	-0.125
touchback	-0.167	0.625
touchdown	0.334	0.540
touched	0.184	-0.240
touchiness	-0.630	0.619
touching	0.520	-0.122
touchline	0.000	-0.476
touchpad	0.056	0.583
touchscreen	0.708	0.630
touchstone	0.667	-0.524
touchup	0.667	0.667
touchy	-0.354	0.020
tough	-0.312	0.176
toughen	-0.084	0.366
tougher	-0.500	0.218
toughest	-0.310	0.316
toughie	0.630	0.667
toughly	-0.667	0.619
toughness	0.104	0.236
toupee	-0.354	-0.460
tour	0.326	0.090
tourism	0.646	0.062
tourist	0.490	-0.040
touristic	0.625	0.667
touristy	-0.333	0.630
tourmaline	-0.104	0.026
tournament	0.388	0.480
tourney	0.630	0.667
tourniquet	-0.330	0.042
tousle	-0.292	0.667
tout	-0.040	0.076
tow	0.062	0.000
towable	0.000	-0.571
toward	0.112	-0.216
towboat	0.000	0.583
towel	0.260	-0.584
tower	0.212	-0.240
towering	0.000	0.380
towhead	0.037	0.000
towline	0.000	0.667
town	0.102	-0.402
townhome	0.619	-0.667
townhouse	0.244	-0.200
townie	-0.296	0.667
townscape	0.593	-0.556
townsfolk	0.000	-0.583
township	0.062	-0.416
townsman	0.000	-0.667
townspeople	0.354	-0.068
townswoman	0.185	-0.593
towrope	0.042	0.476
toxic	-0.908	0.770
toxically	-1.000	0.667
toxicant	-0.875	0.667
toxicity	-0.792	0.730
toxicological	-0.370	0.667
toxicologically	-0.667	-0.667
toxicologist	0.000	-0.542
toxicology	-0.396	0.472
toxin	-0.770	0.308
toxoplasmosis	-0.815	0.185
toy	0.756	-0.160
toymaker	0.510	0.020
toyshop	0.741	-0.148
trace	0.146	-0.308
traceability	0.667	-0.667
traceable	0.204	-0.260
traceably	0.519	-0.667
traced	0.048	0.583
traceless	-0.190	-1.000
tracer	0.146	-0.346
traces	-0.036	-0.104
trachea	-0.104	0.018
tracheal	0.000	-0.815
tracheotomy	-0.667	0.407
tracing	-0.164	0.182
track	-0.104	-0.134
tracker	-0.204	0.488
trackless	-0.042	-0.583
trackside	0.042	0.583
tracksuit	0.000	0.630
tract	-0.188	-0.156
tractability	0.524	-0.533
tractable	0.270	0.000
traction	-0.142	0.170
tractor	-0.102	0.160
tradable	0.481	0.630
trade	0.122	0.088
tradecraft	0.000	0.667
traded	0.000	0.667
trademark	0.334	-0.312
tradeoff	-0.056	0.593
trader	0.124	0.264
tradesman	0.062	-0.138
tradesperson	0.000	0.625
tradeswoman	0.222	0.667
trading	0.270	0.204
tradition	0.516	-0.140
traditional	0.354	-0.558
traditionalism	0.238	-0.630
traditionalist	0.000	-0.630
traditionalistic	0.467	-0.619
traditionalize	0.625	0.667
traditionally	0.259	-0.593
traffic	-0.354	0.118
trafficable	0.048	0.667
trafficker	-0.667	0.667
trafficking	-0.500	0.420
tragedies	-0.800	0.820
tragedy	-0.896	0.686
tragic	-0.904	0.808
tragically	-1.000	-0.593
trail	0.200	-0.356
trailblazer	1.000	0.741
trailbreaker	0.917	0.667
trailer	0.082	-0.020
trailhead	0.429	0.333
trailside	0.444	-0.556
train	0.332	0.410
trainable	0.667	0.630
traindriver	0.000	1.000
trained	0.542	0.076
trainee	0.254	-0.184
trainer	0.396	0.438
training	0.428	0.552
trainload	0.000	0.625
trainmaster	0.583	0.667
traipse	-0.250	0.667
trait	-0.062	-0.270
traitor	-0.776	0.592
traitorous	-0.854	0.490
traitorously	-1.000	0.667
trajectory	0.306	0.116
tram	0.209	0.462
tramp	-0.784	0.020
trample	-0.530	0.528
trampled	-0.917	0.867
trampler	-0.778	0.963
trampoline	0.208	0.380
tramway	0.230	0.076
trance	-0.062	-0.038
trancelike	-0.333	-0.708
tranquil	0.917	-0.937
tranquility	0.680	-0.730
tranquilization	0.500	-1.000
tranquilize	0.333	-1.000
tranquilized	0.667	-1.000
tranquilizer	0.020	-0.528
tranquillity	1.000	-1.000
tranquillization	0.667	-0.926
tranquillize	0.333	-1.000
tranquilly	0.905	-1.000
transact	0.042	0.250
transaction	0.300	0.154
transactional	0.000	0.667
transatlantic	0.448	0.192
transboundary	0.000	-0.074
transceiver	0.020	-0.020
transcend	0.208	0.542
transcendence	0.312	0.216
transcendent	0.334	0.200
transcendental	0.270	0.304
transcendentalism	0.667	-0.667
transcendentalist	0.292	-0.417
transcendentally	0.889	-0.190
transcendently	0.952	0.000
transcontinental	0.000	0.000
transcribe	0.000	-0.212
transcriber	-0.020	-0.160
transcript	0.278	-0.204
transcription	0.184	-0.090
transcriptional	0.000	0.667
transcultural	0.667	0.208
transdisciplinary	0.667	0.583
transducer	0.000	0.667
transduction	0.083	0.667
transect	0.000	0.667
transection	-0.667	0.259
transfer	0.404	-0.020
transferability	0.667	-0.222
transferable	0.333	-0.037
transferee	0.042	-0.095
transference	0.184	-0.412
transferral	0.042	0.481
transferred	-0.040	-0.100
transferring	0.000	0.667
transfiguration	0.704	0.667
transfigure	0.926	0.667
transfix	0.083	0.667
transfixed	-0.146	0.320
transfixion	-0.370	0.667
transform	0.470	0.334
transformability	0.667	-0.667
transformable	0.389	0.625
transformation	0.592	0.236
transformational	1.000	0.630
transformative	0.833	0.667
transformer	0.164	0.164
transfuse	0.667	0.630
transfusion	-0.166	0.460
transgenic	0.667	0.286
transgress	-0.667	0.667
transgression	-0.684	0.780
transgressor	-0.667	0.667
transience	-0.542	-0.667
transiency	-0.333	-0.333
transient	0.020	-0.190
transiently	0.000	0.333
transistor	-0.040	-0.040
transit	-0.122	0.180
transition	0.210	0.122
transitional	0.146	-0.056
transitionally	0.000	0.630
transitive	-0.042	-0.246
transitively	0.000	-0.333
transitiveness	0.000	0.000
transitivity	0.286	0.000
transitory	-0.124	-0.100
translatable	0.556	-0.571
translate	0.208	-0.154
translated	0.667	-0.222
translation	0.266	-0.130
translational	0.000	0.500
translator	0.520	-0.176
transliterate	0.048	0.583
transliteration	0.095	-0.500
translocation	-0.266	0.224
translucence	0.667	-1.000
translucency	0.619	-1.000
translucent	0.200	0.000
translucently	0.125	0.000
transmigrate	0.000	0.556
transmigration	0.143	0.429
transmissibility	-0.333	0.630
transmissible	0.000	0.476
transmission	0.376	-0.020
transmit	0.672	0.162
transmittable	0.000	0.000
transmittal	0.000	0.667
transmittance	0.095	-0.593
transmitted	0.000	0.593
transmitter	0.040	0.022
transmitting	0.000	0.667
transmogrification	0.000	0.625
transmutability	0.667	0.625
transmutable	0.556	0.667
transmutation	-0.124	0.480
transmute	0.667	0.667
transnational	0.000	0.667
transoceanic	0.000	-0.667
transom	-0.250	-0.230
transpacific	0.000	0.000
transparence	0.524	-0.625
transparency	0.694	-0.480
transparent	0.084	-0.340
transparently	0.074	0.000
transpersonal	0.667	-0.222
transphobic	-0.388	0.338
transpiration	0.083	0.611
transpire	0.000	0.389
transplant	-0.110	0.612
transplantable	0.625	-0.500
transplantation	0.062	0.388
transpolar	0.048	0.519
transponder	0.128	0.150
transport	0.226	0.254
transportability	0.667	0.083
transportable	0.667	0.125
transportation	0.334	0.120
transporter	0.230	0.250
transposable	0.000	0.000
transpose	-0.120	0.170
transposition	-0.376	-0.098
transsexual	-0.472	0.630
transubstantiate	0.000	0.000
transubstantiation	0.000	-0.593
transversal	0.048	0.083
transversally	0.000	0.667
transverse	-0.142	-0.142
transversely	0.000	0.000
transvestite	-0.460	0.350
transvestitism	-0.250	0.667
trap	-0.792	0.220
trapdoor	-0.812	0.340
trapeze	0.084	0.250
trapezium	0.000	0.000
trapezoid	0.000	0.000
trapezoidal	0.000	0.000
trapped	-0.730	0.230
trapper	-0.408	0.308
trapping	-0.334	0.242
trappings	-0.084	-0.076
traps	-0.530	0.346
trapshooting	0.481	1.000
trash	-0.674	0.082
trashiness	-0.917	0.167
trashy	-0.916	-0.240
trauma	-0.776	0.584
traumatic	-0.876	0.770
traumatically	-1.000	0.667
traumatism	-0.667	0.714
traumatize	-1.000	0.667
traumatized	-0.952	0.762
travail	0.000	0.354
travel	0.862	0.378
travelable	0.667	-0.481
traveler	0.674	0.142
traveling	0.800	0.500
travelled	0.667	0.667
traveller	0.619	0.667
travelling	0.667	0.667
travelogue	0.571	0.625
traversable	0.476	0.375
traversal	0.048	0.667
traverse	0.142	0.180
traversed	0.048	0.625
travesty	-0.292	0.288
trawl	-0.490	0.180
trawler	-0.368	-0.140
tray	0.098	-0.500
treacherous	-0.776	0.630
treacherously	-1.000	0.667
treacherousness	-0.917	-0.667
treachery	-0.792	0.704
treacle	0.519	-0.625
tread	0.020	0.040
treadmill	-0.082	0.272
treason	-0.812	0.612
treasonable	-1.000	0.611
treasonous	-0.952	0.667
treasonously	-1.000	1.000
treasure	0.854	0.184
treasured	0.698	-0.058
treasurer	0.388	-0.088
treasures	0.734	0.542
treasury	0.624	0.082
treat	0.146	0.142
treatable	0.560	-0.396
treatise	0.208	-0.186
treatment	0.326	-0.228
treaty	0.292	-0.236
treble	-0.284	-0.058
trebuchet	0.000	0.667
tree	0.340	-0.764
treehouse	0.933	-0.333
treeless	-0.458	-0.630
treelike	0.111	-0.667
treeline	0.571	-0.833
trees	0.306	-0.726
treetop	0.500	-0.333
trek	-0.062	0.060
trekker	0.208	0.722
trellis	-0.402	0.000
tremble	-0.646	0.756
trembler	-0.500	0.667
trembling	-0.646	0.786
tremendous	0.200	0.776
tremendously	0.438	0.444
tremendousness	0.917	0.667
tremor	-0.792	0.666
tremulous	-0.667	0.667
tremulously	-0.571	0.667
tremulousness	-0.667	0.667
trench	-0.142	0.520
trenchant	0.667	0.619
trenchcoat	0.000	0.000
trencher	0.000	0.000
trend	0.250	-0.084
trendiness	0.625	0.625
trending	0.500	-0.056
trendsetter	0.778	0.667
trendsetting	0.667	0.667
trendy	0.426	0.040
trepid	-0.667	-0.667
trepidation	0.164	0.188
trespass	-0.542	0.340
trespasser	-0.667	0.667
tresses	0.667	-0.667
trestle	0.000	-0.593
triad	-0.062	-0.174
triage	-0.204	-0.134
trial	-0.124	0.326
triangle	0.124	-0.462
triangular	-0.140	-0.360
triangularly	0.000	0.000
triangulate	-0.184	-0.240
triangulation	0.000	0.583
triathlete	0.667	1.000
triathlon	0.042	0.706
tribal	-0.166	-0.192
tribalism	-0.667	0.667
tribally	-0.333	-0.583
tribe	0.328	-0.028
tribesman	0.000	0.190
tribeswoman	0.000	0.611
tribulation	-0.104	0.224
tribunal	-0.180	0.340
tribune	0.220	0.170
tributary	0.230	-0.074
tribute	0.368	0.146
triceps	0.000	0.750
triceratops	0.083	-0.583
trichloroethylene	-0.625	-0.167
trick	0.084	0.400
trickery	-0.708	0.635
trickily	-0.630	0.630
trickiness	-0.625	0.667
trickle	0.000	-0.608
trickster	-0.250	0.360
tricky	-0.562	0.302
tricolor	0.250	0.000
tricycle	0.266	-0.196
tricyclic	0.000	0.000
trident	-0.194	0.212
tridimensional	0.000	0.000
tried	0.000	0.667
tries	0.095	0.958
trifle	-0.458	-0.408
trifler	-0.444	-0.417
trifling	-0.250	-0.164
trifocal	0.000	0.000
trig	-0.124	-0.166
trigger	-0.458	0.608
triggerman	-1.000	1.000
triglyceride	-0.250	0.000
trigonometric	0.074	0.286
trigonometry	-0.208	-0.200
trike	0.333	0.750
trilateral	0.000	0.000
trilaterally	-0.167	0.000
trilingual	0.714	0.000
trilling	0.500	0.667
trillion	0.184	-0.160
trillionth	0.000	-0.074
trilobite	0.000	-1.000
trilogy	0.230	0.040
trim	0.000	-0.068
trimester	0.566	-0.328
trimetric	0.000	-0.889
trimly	0.667	-0.333
trimmer	-0.480	0.096
trimming	0.000	-0.044
trimness	1.000	-0.542
trine	-0.208	-0.270
trinity	0.270	-0.308
trinket	0.175	-0.296
trinomial	0.000	0.000
trio	0.042	0.226
trioxide	0.000	0.000
trip	0.750	0.286
tripartite	0.000	-0.040
tripe	-0.376	-0.278
triple	0.170	-0.230
triplet	0.244	0.020
triplex	0.000	0.000
triplicate	0.368	0.090
triplication	0.037	0.600
tripod	-0.188	-0.224
tripped	-0.583	0.667
trippin	-0.266	0.204
tripping	-0.448	0.188
tripwire	-0.667	0.667
trisect	0.000	0.500
trisection	0.056	0.296
trite	-0.084	-0.164
tritely	-0.667	-0.630
triteness	-0.667	-0.667
tritium	-0.176	-0.058
triumph	0.938	0.596
triumphal	1.000	0.667
triumphant	0.898	0.674
triumphantly	1.000	1.000
trivia	0.380	-0.020
trivial	-0.188	-0.226
triviality	-0.667	-0.519
trivialize	-0.667	0.667
trivially	-0.333	-0.500
trivialness	-0.667	-0.571
trod	-0.042	0.458
trodden	-0.476	-0.667
troglodyte	-0.667	-0.667
trojan	-0.333	0.667
troll	-0.244	0.254
trolley	0.124	0.116
trollop	-0.958	0.708
trombone	0.124	0.000
trombonist	0.000	0.667
troop	-0.250	0.392
trooper	-0.084	0.388
troops	-0.230	0.436
trope	0.000	0.000
trophic	0.037	0.000
trophies	1.000	-0.083
trophy	0.894	0.286
tropic	0.480	0.058
tropical	0.480	-0.078
tropically	0.476	0.250
tropics	0.480	-0.234
tropism	0.000	0.375
troposphere	0.083	-0.048
trot	0.062	0.328
troubadour	0.625	0.476
trouble	-0.730	0.622
troubled	-0.666	0.254
troublemaker	-0.480	0.800
troublemaking	-0.722	0.741
troubles	-0.949	0.708
troubleshoot	0.000	0.667
troubleshooter	0.667	0.889
troublesome	-0.434	0.788
troublesomeness	-0.833	0.667
trough	0.000	-0.384
trounce	-0.667	1.000
troupe	0.250	-0.188
trouper	0.722	0.667
trouser	0.000	0.000
trousers	0.250	-0.372
trout	0.032	-0.226
trove	0.963	0.000
trowel	-0.060	-0.164
truancy	-0.708	0.667
truant	-0.667	0.667
truce	0.376	-0.118
truck	0.062	-0.264
trucker	-0.012	0.218
truckload	-0.040	-0.100
truculent	-0.580	0.462
trudge	-0.667	0.667
true	0.792	-0.128
trueborn	0.500	-0.667
truehearted	0.762	-0.667
truelove	0.720	0.200
trueness	0.963	-0.958
truer	0.667	0.000
truffle	0.354	-0.354
truism	0.042	-0.156
trump	0.280	0.432
trumpet	0.146	0.140
trumpeter	0.346	0.200
truncate	-0.354	0.200
truncated	-0.368	0.204
truncation	-0.458	0.667
truncheon	-0.667	0.708
trundle	0.014	-0.460
trunk	-0.458	-0.666
truss	0.042	-0.036
trust	0.776	0.094
trustable	1.000	-0.417
trustee	0.062	-0.116
trusteeship	0.667	-0.593
trustful	0.762	-0.333
trustfully	1.000	-0.667
trustfulness	0.889	-0.667
trustiness	1.000	-0.815
trusting	0.714	0.016
trustless	-1.000	-0.519
trustworthily	0.933	-0.667
trustworthiness	1.000	-0.667
trustworthy	0.938	-0.370
trusty	0.726	-0.204
truth	0.942	-0.200
truthful	0.416	-0.066
truthfully	1.000	0.000
truthfulness	0.840	0.098
try	0.208	0.102
tryout	-0.082	0.078
tryouts	-0.020	0.204
tryptophan	0.042	-0.333
tryst	0.476	0.667
tsar	-0.037	0.000
tshirt	0.334	-0.298
tsunami	-0.916	0.888
tub	-0.102	-0.530
tuba	0.084	-0.196
tubbiness	-0.625	-0.667
tubby	-0.146	-0.154
tube	-0.164	-0.442
tubeless	0.296	-0.583
tuber	0.000	-0.381
tubercular	-0.917	-0.750
tuberculosis	-0.572	0.038
tuberous	0.056	-0.583
tubing	-0.124	-0.274
tubular	-0.084	-0.278
tubule	0.000	-0.340
tuck	-0.266	-0.054
tucker	-0.050	0.116
tuesday	-0.062	-0.632
tuesdays	0.000	0.000
tuft	0.000	-1.000
tufted	0.000	0.020
tug	-0.360	0.208
tugboat	-0.458	0.020
tugger	0.000	0.583
tugging	-0.238	0.611
tuition	0.062	-0.256
tulip	0.460	-0.622
tumble	-0.448	0.112
tumbled	-0.056	0.667
tumbledown	-0.667	-0.667
tumbler	0.040	-0.480
tumbleweed	-0.376	-0.058
tummy	-0.146	-0.270
tumor	-0.796	0.328
tumour	-0.816	0.254
tumult	-0.458	0.280
tumultuous	-0.625	1.000
tumultuously	-0.667	1.000
tumultuousness	-0.667	1.000
tun	-0.228	-0.174
tuna	0.062	-0.228
tunable	0.020	-0.272
tune	0.416	-0.042
tuneable	0.619	0.048
tuneful	0.810	-0.519
tunefully	0.708	0.417
tunefulness	0.917	0.000
tuneless	-0.667	-0.625
tunelessly	-0.667	-1.000
tuner	0.630	0.667
tungsten	0.000	0.000
tunic	0.062	-0.504
tuning	0.438	-0.220
tunnel	-0.376	-0.020
tupperware	0.125	-0.556
turban	-0.062	-0.228
turbid	-0.667	0.444
turbidity	-0.504	0.214
turbine	0.040	0.098
turbo	0.166	0.458
turbocharger	0.667	1.000
turbojet	0.278	1.000
turbulence	-0.876	0.844
turbulent	-0.396	0.584
turbulently	-0.667	1.000
turd	-0.520	0.038
turf	0.062	-0.616
turgid	-0.667	0.333
turgidity	-0.667	0.048
turgidly	-0.667	-0.583
turkey	0.268	-0.510
turkish	0.000	0.042
turks	0.000	0.000
turmeric	0.084	-0.368
turmoil	-0.604	0.776
turn	0.062	-0.204
turnabout	0.143	0.667
turnaround	0.120	0.308
turncoat	-0.704	0.619
turndown	-0.667	-0.625
turned	0.260	0.076
turning	0.020	0.368
turnip	0.122	-0.634
turnkey	0.062	-0.236
turnoff	-0.376	0.120
turnout	0.282	0.384
turnover	-0.020	-0.216
turnpike	-0.041	0.667
turnstile	0.000	0.625
turnstiles	-0.042	0.667
turnstone	0.000	0.519
turntable	0.062	-0.090
turpentine	-0.360	0.078
turpitude	-1.000	0.667
turquoise	0.572	-0.548
turret	-0.012	0.000
turtle	-0.418	-0.837
turtleback	-0.238	-0.889
turtledove	0.708	-0.963
turtlehead	-0.048	-0.905
turtleneck	0.166	-0.204
tush	-0.286	0.000
tusk	0.000	-0.875
tussle	-0.334	0.838
tut	-0.333	-0.074
tutelage	-0.214	-0.116
tutor	0.500	-0.308
tutorial	-0.040	-0.062
tutoring	0.326	-0.196
tutorship	0.667	0.286
tutu	0.166	-0.448
tux	0.062	-0.270
tuxedo	0.388	-0.292
tv	0.244	-0.240
twaddle	-0.667	0.381
twain	0.082	-0.490
twang	0.056	0.519
twas	0.000	0.000
twats	-0.188	0.176
tweak	-0.120	-0.076
tweaker	-0.741	1.000
tweed	0.020	-0.120
tweedle	0.000	0.667
tweedy	0.000	0.000
tween	0.042	0.583
tweet	0.318	-0.020
tweeter	0.000	0.667
tweeze	-0.333	0.667
tweezer	0.048	0.583
tweezers	-0.014	-0.184
twelfth	0.042	-0.416
twelve	-0.020	-0.404
twelvefold	0.000	0.000
twentieth	-0.062	-0.406
twenty	0.040	-0.416
twentyfold	0.571	0.000
twerp	-0.184	-0.114
twice	0.234	-0.084
twiddle	0.000	0.619
twig	-0.244	-0.424
twigged	0.000	0.667
twilight	0.244	-0.318
twill	-0.102	-0.170
twin	0.376	-0.274
twine	0.042	-0.240
twinge	-0.368	0.440
twinkle	0.438	0.448
twinkly	0.952	0.375
twinned	0.630	-0.417
twinning	0.519	0.067
twins	0.520	-0.054
twinset	0.296	-0.500
twirl	0.104	0.294
twirler	0.185	0.741
twist	-0.250	-0.062
twistable	0.000	0.333
twisted	-0.858	0.472
twister	-0.340	0.360
twisty	-0.333	0.500
twit	-0.612	0.306
twitch	0.020	0.480
twitcher	-0.333	0.667
twitchily	-0.667	1.000
twitchiness	-0.619	0.958
twitching	-0.416	0.400
twitchy	-0.812	0.836
twitter	0.000	1.000
twixt	0.000	0.000
two	0.040	-0.600
twofaced	-0.226	0.240
twofold	0.146	-0.334
twosome	0.166	0.088
tycoon	0.364	0.192
tying	0.000	0.667
tyke	0.000	-0.224
tylenol	-0.098	-0.140
type	0.000	-0.432
typecast	-0.667	-0.667
typed	0.000	0.000
typeface	0.000	-0.667
typescript	0.000	0.056
typeset	0.370	0.667
typesetter	0.167	0.667
typesetting	0.083	0.593
typewrite	0.000	0.667
typewriter	0.084	-0.254
typewritten	0.000	-0.125
typhoid	-0.470	-0.084
typhoon	-0.354	0.592
typhus	-1.000	-0.381
typical	0.270	-0.588
typically	0.138	-0.246
typify	0.556	0.083
typist	0.102	0.118
typo	-0.552	-0.170
typographer	0.458	0.407
typographic	0.000	-0.593
typographical	-0.333	-0.370
typographically	0.000	-0.667
typography	-0.040	-0.332
typological	0.111	-0.667
typologically	0.000	0.000
typology	0.000	0.292
tyrannical	-0.666	0.720
tyrannically	-1.000	0.722
tyrannize	-1.000	1.000
tyrannosaur	-0.259	0.571
tyrannosaurus	-0.222	0.952
tyrannous	-1.000	0.667
tyranny	-0.776	0.584
tyrant	-0.770	0.700
tyre	-0.040	-0.284
ubiquitous	0.270	0.142
ubiquitously	0.000	0.000
ubiquity	0.156	-0.020
udder	0.000	-1.000
ugh	-0.600	-0.210
ugliest	-1.000	-0.095
ugliness	-0.812	-0.186
ugly	-0.666	0.260
uhhh	-0.358	-0.348
uhoh	-0.360	0.244
