word	valence	arousal
ukulele	0.026	-0.284
ulcer	-0.428	0.192
ulcerate	-1.000	-0.619
ulcerated	-0.875	-0.667
ulceration	-0.708	-0.476
ulcerative	-1.000	-0.444
ulcerous	-1.000	0.375
ulna	0.000	-1.000
ulterior	-0.250	0.018
ultimate	0.296	0.290
ultimately	-0.230	-0.040
ultimatum	-0.562	0.710
ultimo	-0.250	-0.274
ultra	0.667	0.667
ultracentrifuge	0.000	0.667
ultraconservatism	-0.667	-0.542
ultraconservative	-0.593	-0.458
ultrafashionable	1.000	0.000
ultrafast	0.963	1.000
ultrafine	0.667	0.000
ultrahigh	0.667	0.000
ultraliberal	0.000	0.667
ultralight	0.542	0.000
ultramarine	0.667	0.000
ultramicroscopic	0.000	-0.667
ultramodern	0.667	0.037
ultranationalist	-0.704	0.750
ultraorthodox	0.000	-0.593
ultrashort	0.000	0.375
ultrasonic	0.000	0.667
ultrasound	0.146	0.188
ultrathin	-0.148	0.000
ultraviolent	-1.000	0.476
ultraviolet	0.208	-0.104
um	-0.167	-0.286
umbilical	-0.204	-0.188
umbilicus	0.000	-0.370
umbra	-0.184	-0.200
umbrage	-0.667	-0.667
umbrella	0.166	-0.508
umm	-0.464	-0.368
ummm	-0.334	-0.334
umpire	0.040	0.184
umpteen	0.020	-0.080
umpteenth	-0.238	0.000
unabashed	-0.416	0.228
unabashedly	0.222	0.667
unabated	0.064	-0.160
unabatedly	0.000	0.667
unabbreviated	0.042	-0.095
unable	-0.736	-0.082
unabridged	0.667	-0.667
unabsorbed	-0.333	-0.625
unaccented	-0.042	-0.667
unacceptability	-0.750	-0.792
unacceptable	-0.734	-0.042
unacceptably	-0.905	-0.444
unaccepted	-0.667	-0.815
unaccommodating	-0.667	-0.524
unaccompanied	-0.416	-0.248
unaccomplished	-0.667	-0.875
unaccountability	-0.500	-0.667
unaccountable	-0.640	0.200
unaccountably	-0.333	-0.714
unaccounted	-0.180	-0.324
unaccredited	-0.667	-0.571
unaccustomed	-0.037	-0.042
unaccustomedly	0.000	0.190
unachievable	-0.667	-0.667
unachieved	-0.667	-0.667
unacknowledged	-0.520	-0.462
unacquainted	-0.042	-0.667
unacquaintedness	-0.333	-1.000
unaddressed	-0.667	-0.630
unadjusted	-0.333	-0.583
unadoptable	-0.952	-0.778
unadorned	-0.095	-0.889
unadulterated	0.140	-0.160
unadventurous	-0.667	-1.000
unadventurously	-0.667	-1.000
unadvertised	-0.208	-0.667
unadvisable	-0.667	-0.667
unadvised	-0.667	-0.667
unadvisedly	-0.667	-0.375
unaesthetic	-0.875	-0.625
unaffected	0.084	-0.470
unaffectedly	0.095	-0.852
unaffectedness	0.000	-0.958
unaffecting	-0.333	-0.958
unaffectionate	-0.714	-0.583
unaffiliated	-0.222	-0.593
unaffordable	-0.708	-0.593
unafraid	0.000	0.040
unaggressive	0.370	-1.000
unaided	-0.420	-0.180
unaired	-0.333	-1.000
unalarmed	0.833	-1.000
unalienable	0.852	-0.875
unaligned	-0.111	-0.556
unalike	-0.125	-0.286
unalleviated	-0.778	-0.667
unallied	-0.133	-0.556
unallowable	-1.000	-0.556
unalloyed	0.926	-0.095
unalterable	-0.292	-0.958
unalterably	-0.611	-0.917
unaltered	0.142	-0.462
unambiguous	-0.188	-0.220
unambiguously	0.667	-0.792
unambiguousness	0.667	-1.000
unambitious	-0.667	-0.952
unamplified	-0.067	-1.000
unanalyzed	-0.333	-0.630
unanchored	-0.375	-0.625
unanimated	-0.556	-1.000
unanimity	-0.020	-0.186
unanimous	0.312	-0.240
unanimously	0.372	-0.334
unannounced	-0.520	0.176
unanswerable	-0.667	-0.857
unanswerably	-0.667	-0.750
unanswered	-0.448	-0.278
unanticipated	-0.490	0.550
unapologetic	-0.667	0.556
unapparent	-0.333	-0.958
unappealing	-0.952	-0.704
unappeasable	-1.000	0.667
unappeasably	-0.917	1.000
unappeased	-0.667	0.667
unappetizing	-0.926	-1.000
unapplied	-0.333	-1.000
unappreciable	-0.500	-0.963
unappreciated	-0.544	-0.138
unappreciative	-0.778	-0.667
unappreciatively	-0.667	-0.571
unapprised	-0.667	-0.714
unapproachable	-0.667	-1.000
unapproved	-0.632	-0.058
unarguable	1.000	-1.000
unarguably	0.583	-0.583
unarm	-0.556	-0.667
unarmed	-0.146	-0.160
unarmored	-0.333	-0.333
unarranged	-0.333	-0.667
unarticulated	-0.333	-0.905
unascertainable	-0.667	-0.852
unascertained	-0.333	-0.625
unashamed	0.833	-0.042
unashamedly	0.583	0.000
unasked	0.000	-0.905
unassailable	1.000	-0.792
unassailably	0.952	-0.963
unassembled	-0.333	-0.667
unasserted	-0.333	-1.000
unassertive	-0.542	-0.963
unassertiveness	-0.667	-0.958
unassigned	-0.333	-1.000
unassimilated	-0.389	-0.619
unassisted	-0.396	-0.360
unassociated	0.000	-1.000
unassuming	-0.020	-0.540
unattached	-0.616	-0.122
unattainable	-0.560	0.270
unattainably	-0.619	-0.667
unattained	-0.625	-0.926
unattended	-0.490	-0.200
unattested	-0.333	-0.889
unattractive	-0.552	-0.386
unattractively	-1.000	-0.708
unattractiveness	-0.762	-0.667
unattributed	-0.296	-0.625
unaudited	-0.500	-0.667
unauthentic	-0.667	-0.481
unauthenticated	-0.667	-0.571
unauthorized	-0.480	-0.104
unavailability	-0.667	-1.000
unavailable	-0.354	-0.438
unavailing	-0.667	-0.857
unavoidable	-0.300	0.160
unavoidably	0.000	-0.667
unawake	-0.524	-1.000
unaware	-0.584	-0.290
unawareness	-0.333	-0.875
unbaked	-0.333	-0.792
unbalance	-0.667	0.583
unbalanced	-0.396	0.192
unbanked	-0.667	-0.667
unbarred	0.625	0.389
unbearable	-0.750	0.596
unbearably	-0.667	0.762
unbeatable	0.470	0.438
unbeatably	1.000	-0.593
unbeaten	0.708	0.520
unbecoming	-0.754	-0.058
unbecomingness	-0.952	-0.733
unbefitting	-0.667	-0.593
unbeknown	0.000	-0.667
unbeknownst	0.000	-0.222
unbelief	-0.470	0.164
unbelievable	0.542	0.580
unbelievably	0.000	-0.286
unbeliever	-0.519	0.000
unbelieving	-0.333	-0.667
unbend	0.556	-0.167
unbendable	0.667	-1.000
unbeneficial	-0.810	-0.667
unbent	0.714	-0.476
unbiased	0.250	-0.244
unbidden	-0.667	0.048
unbigoted	0.905	-0.708
unbilled	-0.292	-0.667
unbind	0.333	0.704
unbitten	0.333	-0.917
unbleached	0.000	-0.667
unblemished	1.000	-0.958
unblended	-0.167	-0.556
unblessed	-0.889	-0.667
unblinking	0.000	0.833
unblock	0.926	0.667
unblushing	-0.333	-0.667
unbolt	0.000	0.667
unborn	-0.376	-0.400
unbothered	0.667	-0.963
unbound	-0.292	-0.196
unbounded	0.292	0.200
unboundedly	1.000	0.167
unbowed	0.667	0.667
unboxed	0.667	0.333
unbraid	0.000	0.667
unbranded	0.000	-0.667
unbreakable	0.306	0.146
unbreakably	0.963	-1.000
unbridgeable	-0.667	-0.733
unbridle	0.714	1.000
unbridled	-0.208	0.518
unbroken	0.100	-0.552
unbuckle	0.095	0.542
unbuckled	-0.333	0.333
unbudgeted	-0.667	-0.667
unbundle	0.556	0.583
unbundled	0.000	-0.625
unburden	0.708	-0.481
unburied	-0.333	0.375
unburnable	0.444	-1.000
unburned	0.292	-0.952
unbuttered	-0.083	-0.667
unbutton	-0.042	0.078
uncalculated	-0.111	-0.125
uncalculating	0.381	-0.667
uncalled	-0.312	-0.412
uncannily	-0.208	0.056
uncanny	-0.062	-0.078
uncanvassed	-0.296	-0.778
uncap	0.333	0.750
uncapped	0.000	0.000
uncapsizable	0.857	-0.926
uncaptioned	-0.333	-0.667
uncaring	-0.646	-0.510
uncarpeted	-0.333	-0.042
uncased	0.000	-0.571
uncast	-0.037	-0.667
uncatchable	-0.333	0.667
uncategorized	0.000	0.000
uncaught	-0.400	-0.524
unceasing	-0.667	0.958
uncelebrated	-0.619	-0.667
uncensored	0.000	0.667
uncensured	-0.124	0.298
unceremonious	-0.524	0.000
unceremoniously	-0.571	0.375
uncertain	-0.274	0.000
uncertainly	-0.333	-0.667
uncertainness	-0.500	-0.630
uncertainty	-0.872	-0.012
uncertified	-0.667	-0.583
unchain	1.000	0.704
unchallengeable	0.778	-0.667
unchallenged	0.104	-0.212
unchallenging	-0.238	-0.792
unchangeable	-0.250	-0.116
unchangeably	0.000	-0.926
unchanged	-0.020	-0.592
unchanging	0.000	-1.000
uncharacteristic	-0.333	-0.667
uncharacteristically	-0.190	0.048
uncharacterized	0.000	-0.444
uncharged	0.000	-0.926
uncharitable	-0.926	-0.667
uncharitably	-0.667	-0.524
uncharted	-0.624	-0.188
unchartered	-0.083	-0.667
unchaste	-0.667	0.481
unchastely	-0.667	0.381
uncheck	0.000	0.611
uncherished	-0.500	-0.176
unchristian	-0.667	-0.429
uncirculated	0.500	-0.944
uncircumcised	0.000	-0.083
uncivil	-0.714	-0.200
uncivilized	-0.734	0.200
uncivilly	-0.852	0.667
unclad	-0.333	0.333
unclaimed	-0.368	-0.308
unclamp	0.333	0.667
unclasp	0.000	0.481
unclassifiable	-0.286	0.000
unclassified	-0.333	-0.250
uncle	0.306	-0.490
unclean	-0.734	0.058
uncleanly	-1.000	-0.417
uncleanness	-0.741	-0.583
unclear	-0.542	-0.074
unclench	0.444	-0.889
unclick	-0.292	-0.333
unclimbed	-0.042	-0.889
unclip	0.000	0.667
unclipped	0.000	0.524
uncloak	0.667	0.667
unclog	0.792	0.667
unclogged	0.667	-0.333
unclosed	-0.048	0.667
unclothe	-0.292	0.333
unclothed	-0.333	0.000
unclouded	1.000	-0.917
uncluttered	0.889	-0.852
uncoated	-0.056	-0.810
uncoil	0.611	0.667
uncollected	-0.333	-0.667
uncollectible	-0.857	-0.667
uncolored	-0.048	-1.000
uncombed	-0.429	-0.333
uncombined	0.000	-0.815
uncomely	-0.810	-0.750
uncomfortable	-0.624	0.220
uncomfortably	-0.667	0.583
uncomforted	-0.667	-0.611
uncomforting	-0.667	-0.481
uncommented	-0.278	-0.926
uncommitted	0.000	-0.667
uncommon	-0.082	-0.142
uncommonly	0.252	-0.020
uncommonness	0.000	-0.750
uncommunicative	-0.667	-0.952
uncommunicatively	-0.667	-0.875
uncommunicativeness	-0.667	-0.926
uncompassionate	-1.000	-0.519
uncompelled	0.000	-1.000
uncompensated	-0.667	-0.476
uncompetitive	-0.667	-0.926
uncomplaining	0.667	-0.750
uncompleted	-0.667	-0.667
uncomplicated	0.480	-0.480
uncomplimentary	-0.952	-0.593
uncompounded	0.000	-1.000
uncomprehending	-0.667	-0.667
uncompressed	0.190	0.000
uncompressible	-0.042	-1.000
uncompromised	0.533	-0.524
uncompromising	-0.326	0.323
unconcealed	0.444	0.083
unconcern	-0.333	-0.958
unconcerned	0.124	-0.434
unconcernedly	0.000	-0.875
unconcluded	-0.611	-0.667
uncondensed	-0.167	0.095
unconditional	0.520	-0.014
unconditionally	0.952	0.000
unconditioned	0.000	-0.667
unconfident	-0.667	-0.619
unconfidently	-0.667	-0.667
unconfined	0.619	0.630
unconfirmed	-0.332	-0.358
unconformable	-0.667	-0.667
unconformity	-0.333	-0.667
unconfused	0.867	-0.458
uncongealed	-0.238	0.000
uncongenial	-0.667	-0.619
uncongenially	-0.667	-0.556
uncongested	1.000	-0.944
unconnected	-0.624	-0.470
unconnectedly	0.000	-0.741
unconquerable	0.917	-0.583
unconquerably	0.815	-1.000
unconquered	1.000	0.667
unconscientiously	-0.667	-0.667
unconscionable	-0.764	0.236
unconscionably	-1.000	-0.286
unconscious	-0.520	-0.288
unconsciously	-0.238	-0.667
unconsciousness	-0.646	-0.120
unconsecrated	-0.667	-1.000
unconsidered	-0.625	-0.667
unconsolidated	-0.370	-0.667
unconstitutional	-0.540	0.176
unconstitutionality	-1.000	-0.500
unconstitutionally	-0.667	0.519
unconstrained	0.306	0.280
unconstructed	-0.056	-0.583
unconstructive	-0.714	-0.630
unconsumed	-0.200	-0.958
unconsummated	-0.611	-0.667
uncontainable	-0.458	1.000
uncontained	-0.375	0.875
uncontaminated	0.875	-0.815
uncontestable	0.667	-0.875
uncontested	0.020	-0.058
uncontrived	0.667	-0.958
uncontrollability	-0.667	0.857
uncontrollable	-0.470	0.580
uncontrollably	-0.667	0.926
uncontrolled	-0.624	0.782
uncontroversial	0.619	-0.630
uncontroverted	0.792	-0.926
uncontrovertibly	0.667	-0.533
unconventional	-0.646	0.018
unconventionality	0.095	0.333
unconventionally	0.000	0.625
unconverted	-0.476	-0.333
unconvertible	-0.370	-0.476
unconvinced	-0.182	-0.084
unconvincing	-0.620	0.064
uncooked	-0.376	-0.358
uncool	-0.852	-0.667
uncooperative	-0.500	-0.156
uncoordinated	-0.667	-0.556
uncork	0.667	0.667
uncorrectable	-0.750	-0.667
uncorrected	-0.185	-0.667
uncorrelated	-0.334	-0.346
uncorroborated	-0.667	-0.583
uncorrupt	0.952	-1.000
uncountable	-0.292	-0.833
uncounted	-0.167	0.000
uncouple	-0.333	0.667
uncoupled	-0.333	-0.556
uncourageous	-1.000	-0.833
uncouth	-0.840	0.522
uncouthly	-0.714	-0.556
uncouthness	-0.889	-0.542
uncover	0.542	0.104
uncrated	0.292	0.625
uncreated	0.000	-1.000
uncreative	-0.667	-0.958
uncritical	-0.040	-0.266
uncritically	-0.476	-0.667
uncross	0.625	0.542
uncrown	-0.667	0.593
uncrushable	0.926	-0.524
uncrushed	0.611	-0.750
uncultivated	-0.667	-0.630
uncultured	-0.750	-0.524
uncurbed	-0.667	0.778
uncured	-0.667	-0.333
uncurious	-0.667	-0.963
uncurl	0.500	0.630
uncustomary	-0.333	0.000
uncut	-0.104	-0.156
undamaged	0.762	-1.000
undamaging	0.889	-1.000
undated	0.000	-0.519
undaunted	1.000	0.875
undauntedly	0.667	0.958
undead	-0.266	0.270
undeceived	0.630	0.000
undecided	-0.428	-0.134
undecidedly	-0.042	-0.333
undecipherable	-0.667	-0.917
undeclared	-0.333	-0.619
undecorated	-0.067	-0.750
undedicated	-0.667	-0.667
undefeatable	1.000	0.167
undefeated	0.666	0.504
undefended	-0.375	-0.333
undefiled	1.000	-0.833
undefined	-0.480	-0.164
undeleted	0.600	-0.083
undeliverable	-0.667	-0.630
undelivered	-0.630	-0.625
undemanding	0.667	-0.958
undemocratic	-0.708	0.000
undemocratically	-0.667	0.667
undemonstrated	-0.222	-1.000
undemonstrative	-0.333	-1.000
undemonstratively	0.000	-0.889
undeniable	0.104	-0.054
undeniably	0.583	0.000
undenominational	0.000	-0.667
undependable	-0.667	-0.630
undependably	-0.667	0.407
under	0.000	-0.750
underachieve	-0.667	-0.333
underachievement	-0.667	-0.667
underachiever	-1.000	-0.625
underage	-0.062	-0.078
underappreciated	-0.667	-0.333
underarm	0.000	0.000
underbelly	-0.188	-0.154
underbid	-0.444	0.238
underbody	-0.250	-0.667
underbred	-0.571	-0.333
underbrush	-0.296	-0.500
undercapitalization	-0.667	-0.667
undercapitalize	-0.667	-0.667
undercarriage	-0.185	0.000
undercharge	0.667	0.375
undercharged	-0.444	0.000
underclass	-0.708	-0.519
underclassman	0.000	-0.185
underclothes	0.000	-0.611
underclothing	0.000	-0.667
undercoat	0.000	-0.815
undercook	-0.619	-0.542
undercover	-0.224	0.254
undercurrent	-0.286	0.164
undercut	-0.667	0.625
undercutting	-0.667	0.630
underdevelop	-0.667	-0.583
underdevelopment	-0.667	-0.667
underdog	-0.500	-0.180
underdone	-0.429	-0.333
underdressed	-0.370	0.000
undereducated	-0.704	-0.667
underemployment	-0.667	-0.556
underestimate	-0.174	-0.072
underestimated	-0.333	-0.333
underestimation	-0.667	-0.556
underexpose	-0.370	-0.500
underexposed	-0.667	-0.542
underexposure	-0.417	-0.625
underfed	-0.667	-0.333
underfeed	-0.778	-0.381
underfloor	0.000	-0.905
underflow	-0.611	0.375
underfoot	-0.333	0.583
underfund	-0.667	0.000
undergarment	-0.296	-0.667
underglaze	0.000	-0.889
undergo	-0.204	0.108
undergrad	-0.266	-0.138
undergraduate	0.166	0.000
underground	-0.208	-0.090
undergrowth	-0.208	-0.630
underhand	-0.625	0.444
underhanded	-0.624	-0.170
underhandedly	-0.714	0.667
underhandedness	-1.000	0.519
underinsured	-0.667	-0.667
underlay	0.042	-0.270
underlie	-0.354	-0.244
underline	-0.040	-0.176
underling	-0.667	-0.333
underlip	0.000	-0.417
underlying	-0.040	-0.110
undermanned	-0.667	0.048
undermine	-0.368	-0.018
undermined	-0.270	-0.182
undermost	-0.333	-0.917
underneath	-0.100	-0.470
undernoted	-0.111	-0.944
undernourished	-0.667	-0.778
undernourishment	-0.917	-0.667
undernutrition	-1.000	-0.444
underpaid	-0.708	-0.174
underpants	-0.104	-0.054
underpass	-0.190	-0.095
underpay	-0.792	0.667
underpayment	-0.667	0.481
underperform	-0.667	0.667
underperformance	-0.667	-0.250
underpin	0.667	0.500
underpinning	0.625	-0.556
underplay	-0.667	-0.500
underpowered	-0.667	-0.667
underprepared	-0.667	-0.444
underprivileged	-0.666	-0.102
underproduction	-0.667	-0.667
underproductive	-0.667	-1.000
underrate	-0.619	0.417
underrated	-0.584	-0.082
underreporting	-0.625	-0.583
underrepresentation	-0.667	-0.667
underrepresented	-0.630	-0.667
underscore	-0.250	-0.450
undersea	0.090	-0.020
undersecretary	-0.082	-0.246
undersell	-0.667	0.444
undersexed	-0.667	-0.593
undershirt	0.000	-0.500
undershoot	-0.542	0.381
undershorts	0.000	-0.667
undershot	-0.238	-0.667
underside	-0.333	0.000
undersign	-0.143	-0.667
undersize	-0.381	-0.556
undersized	-0.368	-0.150
underskirt	-0.067	-0.667
underspecified	-0.333	-0.593
understaffed	-0.704	-0.112
understand	0.520	-0.252
understandability	0.792	-0.583
understandable	0.552	-0.274
understandably	0.370	-0.286
understanding	0.730	-0.392
understate	0.000	-0.389
understatement	-0.306	-0.040
understood	0.560	-0.118
understory	0.048	-0.800
understudy	-0.244	-0.196
undersupply	-0.667	-0.630
undersurface	0.000	-0.958
undertake	0.592	0.404
undertaker	-0.274	0.392
undertaking	0.334	0.060
undertone	0.000	-0.333
undertook	0.000	0.708
undertow	-0.346	0.278
undertrained	-0.667	-0.667
underuse	-0.375	-0.667
underutilized	-0.370	-0.704
undervaluation	-0.667	-0.667
undervalue	-0.667	-0.667
undervalued	-0.600	-0.611
underwater	0.000	-0.458
underway	0.000	0.667
underwear	0.220	0.046
underweight	-0.667	-0.370
underwent	0.000	0.593
underwhelmed	-0.667	-0.619
underwire	-0.292	0.000
underwood	0.020	-0.094
underworld	-0.646	0.352
underwrite	-0.168	0.040
underwriter	0.142	-0.346
undeserved	-0.562	0.104
undeservedly	-0.667	-0.593
undeserving	-0.905	-0.619
undesignated	-0.333	-0.476
undesirability	-1.000	-1.000
undesirable	-0.646	0.288
undesirably	-0.833	-0.583
undesired	-0.688	-0.118
undestroyed	0.905	-0.750
undetached	0.111	-1.000
undetectable	-0.124	0.078
undetected	-0.552	-0.392
undeterminable	-0.167	-0.625
undetermined	-0.470	-0.488
undeterred	0.611	0.667
undevelopable	-0.667	-1.000
undeveloped	-0.416	-0.340
undeviating	0.667	-0.625
undiagnosed	-0.667	-0.619
undid	-0.048	0.500
undifferentiated	-0.333	-0.667
undiffused	0.000	-0.593
undigested	-0.667	-0.667
undignified	-0.756	0.254
undiluted	0.583	0.000
undiminished	0.722	-0.407
undimmed	0.667	-0.583
undiplomatic	-0.667	0.583
undirected	-0.340	-0.166
undisbursed	-0.333	-0.917
undiscernibly	0.000	-1.000
undiscerning	-0.667	-0.625
undisciplined	-0.852	0.667
undisclosed	-0.042	-0.278
undiscounted	0.667	-0.571
undiscouraged	0.815	-0.200
undiscoverable	-0.524	-1.000
undiscovered	-0.124	-0.306
undiscriminating	-0.583	-0.667
undisguised	0.056	0.296
undismayed	0.952	-0.583
undisputable	0.944	-0.667
undisputed	0.292	0.176
undisputedly	0.833	-0.556
undisrupted	0.630	-0.889
undistinguishable	-0.333	-0.963
undistinguished	-0.667	-0.704
undistinguishing	-0.600	-0.852
undistorted	0.667	-0.750
undistracted	0.667	-1.000
undistributed	-0.133	-1.000
undisturbed	0.450	-0.426
undiversified	-0.476	-0.667
undividable	0.593	0.000
undivided	0.020	-0.240
undividedly	0.333	-0.667
undo	-0.270	-0.112
undoable	-0.667	-0.714
undock	0.000	0.667
undocumented	-0.333	-0.167
undoing	-0.562	-0.096
undomesticated	0.000	0.667
undone	-0.611	-0.593
undoubted	0.184	-0.078
undoubtedly	0.667	-0.381
undoubting	0.667	-0.963
undrafted	-0.381	-0.667
undrape	-0.286	0.500
undraped	-0.250	0.000
undrawn	0.000	-0.750
undress	-0.124	0.800
undressed	-0.250	0.510
undrilled	-0.208	-0.583
undrinkable	-0.810	-1.000
undue	-0.688	0.146
undulant	0.000	0.667
undulate	0.000	0.667
undulated	0.067	0.333
undulation	0.389	0.630
unduly	-0.625	0.630
undusted	-0.444	-0.667
undutiful	-0.762	-0.583
undying	0.416	0.000
uneager	-0.667	-0.963
unearned	-0.646	-0.320
unearth	-0.146	0.270
unearthliness	-0.333	-0.519
unearthly	-0.400	0.083
unease	-0.667	0.500
uneasily	-0.667	0.667
uneasiness	-0.643	0.596
uneasy	-0.770	0.196
uneaten	-0.333	-1.000
uneconomic	-0.667	-0.625
uneconomical	-0.704	-0.611
uneconomically	-0.667	-0.667
unedifying	-0.792	-0.667
unedited	-0.292	-0.185
uneducated	-0.646	-0.300
unelaborated	-0.333	-1.000
unelectable	-0.952	-0.630
unelected	-0.333	-0.571
unembarrassed	0.778	-1.000
unembellished	0.000	-0.667
unembroidered	0.000	-0.625
unemotional	-0.037	-0.958
unemotionally	-0.048	-0.958
unempirical	-0.333	-0.667
unemployable	-1.000	-0.625
unemployed	-0.812	-0.038
unemployment	-0.812	-0.200
unenclosed	-0.037	-0.208
unencumbered	0.208	-0.440
unending	-0.230	0.038
unendorsed	-0.619	-0.583
unendurable	-0.667	-0.519
unendurably	-1.000	0.519
unenergetic	-0.556	-1.000
unenforceable	-0.667	-0.667
unenforced	-0.481	-0.833
unengaged	-0.630	-0.952
unenhanced	-0.333	-0.714
unenlightened	-0.667	-0.630
unenlightening	-0.714	-0.833
unentertaining	-0.704	-0.667
unenthused	-0.667	-1.000
unenthusiastic	-0.667	-0.963
unenthusiastically	-0.667	-1.000
unenviable	-1.000	-0.867
unenvied	-0.667	-1.000
unequal	-0.716	-0.039
unequalled	0.124	-0.060
unequally	-0.571	0.000
unequipped	-0.667	-0.571
unequivocal	0.208	-0.170
unequivocally	0.042	0.336
unerring	1.000	-0.875
unescorted	-0.333	-0.222
unessential	-0.333	-0.704
unethical	-0.792	-0.134
unethically	-1.000	0.000
unevaluated	-0.048	-0.571
uneven	-0.750	-0.086
unevenly	-0.370	-0.583
unevenness	-0.458	-0.593
uneventful	0.020	-0.314
uneventfully	0.000	-0.963
unexacting	0.667	-0.905
unexaggerated	0.200	-0.625
unexamined	-0.333	-0.905
unexcavated	0.000	-0.958
unexcelled	1.000	0.000
unexceptionable	0.000	-0.556
unexceptionably	0.333	-0.905
